"datetime","game_id","team","score_sit","sf","sa","bsf","bsa","msf","msa"
"2016-10-20 23:00:00+00",20052,"ana",1,5,5,3,5,1,0
"2016-10-20 23:00:00+00",20052,"phi",-1,5,5,5,3,0,1
"2016-10-20 23:00:00+00",20052,"phi",0,9,14,3,8,2,1
"2016-10-20 23:00:00+00",20052,"phi",1,1,1,0,2,1,0
"2016-10-20 23:00:00+00",20053,"sjs",-1,1,0,1,0,2,0
"2016-10-20 23:00:00+00",20053,"sjs",0,17,4,5,9,2,5
"2016-10-20 23:00:00+00",20053,"sjs",1,8,3,2,1,2,1
"2016-10-20 23:00:00+00",20053,"sjs",2,1,3,2,3,2,0
"2016-10-20 23:00:00+00",20053,"pit",-2,3,1,3,2,0,2
"2016-10-20 23:00:00+00",20053,"pit",-1,3,8,1,2,1,2
"2016-10-20 23:00:00+00",20053,"pit",0,4,17,9,5,5,2
"2016-10-20 23:00:00+00",20053,"pit",1,0,1,0,1,0,2
"2016-10-20 23:30:00+00",20054,"ari",-3,12,10,9,4,5,3
"2016-10-20 23:30:00+00",20054,"ari",-2,6,14,2,4,4,5
"2016-10-20 23:30:00+00",20054,"ari",-1,3,2,3,0,0,3
"2016-10-20 23:30:00+00",20054,"ari",0,4,9,2,6,1,2
"2016-10-20 23:30:00+00",20054,"mtl",0,9,4,6,2,2,1
"2016-10-20 23:30:00+00",20054,"mtl",1,2,3,0,3,3,0
"2016-10-20 23:30:00+00",20054,"mtl",2,14,6,4,2,5,4
"2016-10-20 23:30:00+00",20054,"mtl",3,10,12,4,9,3,5
"2016-10-20 23:30:00+00",20055,"col",0,7,1,2,3,3,4
"2016-10-20 23:30:00+00",20055,"col",1,6,8,1,2,3,4
"2016-10-20 23:30:00+00",20055,"col",2,1,8,1,3,3,2
"2016-10-20 23:30:00+00",20055,"col",3,1,1,1,4,0,1
"2016-10-20 23:30:00+00",20055,"tbl",-3,1,1,4,1,1,0
"2016-10-20 23:30:00+00",20055,"tbl",-2,8,1,3,1,2,3
"2016-10-20 23:30:00+00",20055,"tbl",-1,8,6,2,1,4,3
"2016-10-20 23:30:00+00",20055,"tbl",0,1,7,3,2,4,3
"2016-10-20 23:30:00+00",20056,"wsh",0,16,6,4,4,3,1
"2016-10-20 23:30:00+00",20056,"wsh",1,11,9,4,5,2,6
"2016-10-20 23:30:00+00",20056,"wsh",2,0,4,0,1,2,3
"2016-10-20 23:30:00+00",20056,"fla",-2,4,0,1,0,3,2
"2016-10-20 23:30:00+00",20056,"fla",-1,9,11,5,4,6,2
"2016-10-20 23:30:00+00",20056,"fla",0,6,16,4,4,1,3
"2016-10-21 00:00:00+00",20057,"tor",-1,2,2,0,0,1,0
"2016-10-21 00:00:00+00",20057,"tor",0,15,13,9,7,6,8
"2016-10-21 00:00:00+00",20057,"tor",1,3,7,3,4,2,1
"2016-10-21 00:00:00+00",20057,"min",-1,7,3,4,3,1,2
"2016-10-21 00:00:00+00",20057,"min",0,13,15,7,9,8,6
"2016-10-21 00:00:00+00",20057,"min",1,2,2,0,0,0,1
"2016-10-21 00:30:00+00",20058,"lak",0,18,11,8,4,7,5
"2016-10-21 00:30:00+00",20058,"lak",1,10,4,5,2,9,4
"2016-10-21 00:30:00+00",20058,"dal",-1,4,10,2,5,4,9
"2016-10-21 00:30:00+00",20058,"dal",0,11,18,4,8,5,7
"2016-10-21 01:00:00+00",20059,"car",0,4,4,3,2,1,2
"2016-10-21 01:00:00+00",20059,"car",1,6,4,1,2,2,2
"2016-10-21 01:00:00+00",20059,"car",2,6,3,2,2,0,1
"2016-10-21 01:00:00+00",20059,"car",3,6,6,3,1,2,4
"2016-10-21 01:00:00+00",20059,"cgy",-3,6,6,1,3,4,2
"2016-10-21 01:00:00+00",20059,"cgy",-2,3,6,2,2,1,0
"2016-10-21 01:00:00+00",20059,"cgy",-1,4,6,2,1,2,2
"2016-10-21 01:00:00+00",20059,"cgy",0,4,4,2,3,2,1
"2016-10-21 01:00:00+00",20060,"stl",-2,1,0,0,0,0,0
"2016-10-21 01:00:00+00",20060,"stl",-1,4,4,7,4,4,3
"2016-10-21 01:00:00+00",20060,"stl",0,20,15,17,10,6,4
"2016-10-21 01:00:00+00",20060,"stl",1,1,1,2,1,0,2
"2016-10-21 01:00:00+00",20060,"edm",-1,1,1,1,2,2,0
"2016-10-21 01:00:00+00",20060,"edm",0,15,20,10,17,4,6
"2016-10-21 01:00:00+00",20060,"edm",1,4,4,4,7,3,4
"2016-10-21 01:00:00+00",20060,"edm",2,0,1,0,0,0,0
"2016-10-21 02:00:00+00",20061,"buf",-2,2,0,1,0,0,0
"2016-10-21 02:00:00+00",20061,"buf",-1,11,4,3,2,3,0
"2016-10-21 02:00:00+00",20061,"buf",0,10,12,5,4,4,3
"2016-10-21 02:00:00+00",20061,"van",0,12,10,4,5,3,4
"2016-10-21 02:00:00+00",20061,"van",1,4,11,2,3,0,3
"2016-10-21 02:00:00+00",20061,"van",2,0,2,0,1,0,0
"2016-10-21 23:00:00+00",20062,"ari",-2,1,0,0,0,0,0
"2016-10-21 23:00:00+00",20062,"ari",-1,10,6,10,6,4,4
"2016-10-21 23:00:00+00",20062,"ari",0,10,19,2,4,5,4
"2016-10-21 23:00:00+00",20062,"nyi",0,19,10,4,2,4,5
"2016-10-21 23:00:00+00",20062,"nyi",1,6,10,6,10,4,4
"2016-10-21 23:00:00+00",20062,"nyi",2,0,1,0,0,0,0
"2016-10-21 23:00:00+00",20063,"chi",-2,7,0,6,0,4,2
"2016-10-21 23:00:00+00",20063,"chi",-1,12,11,8,6,7,7
"2016-10-21 23:00:00+00",20063,"chi",0,5,13,1,1,2,2
"2016-10-21 23:00:00+00",20063,"cbj",0,13,5,1,1,2,2
"2016-10-21 23:00:00+00",20063,"cbj",1,11,12,6,8,7,7
"2016-10-21 23:00:00+00",20063,"cbj",2,0,7,0,6,2,4
"2016-10-21 23:30:00+00",20064,"nsh",-2,2,2,1,0,0,0
"2016-10-21 23:30:00+00",20064,"nsh",-1,6,8,2,1,0,3
"2016-10-21 23:30:00+00",20064,"nsh",0,17,24,2,3,2,8
"2016-10-21 23:30:00+00",20064,"nsh",1,0,2,0,1,1,0
"2016-10-21 23:30:00+00",20064,"det",-1,2,0,1,0,0,1
"2016-10-21 23:30:00+00",20064,"det",0,24,17,3,2,8,2
"2016-10-21 23:30:00+00",20064,"det",1,8,6,1,2,3,0
"2016-10-21 23:30:00+00",20064,"det",2,2,2,0,1,0,0
"2016-10-22 23:00:00+00",20065,"mtl",0,15,8,4,9,6,9
"2016-10-22 23:00:00+00",20065,"mtl",1,5,3,1,3,3,1
"2016-10-22 23:00:00+00",20065,"mtl",2,2,2,0,1,1,1
"2016-10-22 23:00:00+00",20065,"bos",-2,2,2,1,0,1,1
"2016-10-22 23:00:00+00",20065,"bos",-1,3,5,3,1,1,3
"2016-10-22 23:00:00+00",20065,"bos",0,8,15,9,4,9,6
"2016-10-22 23:00:00+00",20066,"tbl",0,16,5,9,6,1,2
"2016-10-22 23:00:00+00",20066,"tbl",1,5,8,1,2,4,3
"2016-10-22 23:00:00+00",20066,"tbl",2,5,7,2,4,2,1
"2016-10-22 23:00:00+00",20066,"tbl",3,2,0,2,0,0,0
"2016-10-22 23:00:00+00",20066,"ott",-3,0,2,0,2,0,0
"2016-10-22 23:00:00+00",20066,"ott",-2,7,5,4,2,1,2
"2016-10-22 23:00:00+00",20066,"ott",-1,8,5,2,1,3,4
"2016-10-22 23:00:00+00",20066,"ott",0,5,16,6,9,2,1
"2016-10-22 23:00:00+00",20067,"sjs",-3,3,3,2,1,2,1
"2016-10-22 23:00:00+00",20067,"sjs",-2,2,5,1,0,0,2
"2016-10-22 23:00:00+00",20067,"sjs",-1,7,6,4,2,0,2
"2016-10-22 23:00:00+00",20067,"sjs",0,5,9,4,1,3,1
"2016-10-22 23:00:00+00",20067,"det",0,9,5,1,4,1,3
"2016-10-22 23:00:00+00",20067,"det",1,6,7,2,4,2,0
"2016-10-22 23:00:00+00",20067,"det",2,5,2,0,1,2,0
"2016-10-22 23:00:00+00",20067,"det",3,3,3,1,2,1,2
"2016-10-22 23:00:00+00",20068,"col",-3,5,1,0,0,0,1
"2016-10-22 23:00:00+00",20068,"col",-2,2,2,0,0,1,0
"2016-10-22 23:00:00+00",20068,"col",-1,0,3,0,0,0,1
"2016-10-22 23:00:00+00",20068,"col",0,13,14,2,7,2,4
"2016-10-22 23:00:00+00",20068,"col",1,5,8,0,0,1,3
"2016-10-22 23:00:00+00",20068,"fla",-1,8,5,0,0,3,1
"2016-10-22 23:00:00+00",20068,"fla",0,14,13,7,2,4,2
"2016-10-22 23:00:00+00",20068,"fla",1,3,0,0,0,1,0
"2016-10-22 23:00:00+00",20068,"fla",2,2,2,0,0,0,1
"2016-10-22 23:00:00+00",20068,"fla",3,1,5,0,0,1,0
"2016-10-22 23:00:00+00",20069,"min",0,9,11,2,2,0,1
"2016-10-22 23:00:00+00",20069,"min",1,16,16,3,1,4,2
"2016-10-22 23:00:00+00",20069,"njd",-1,16,16,1,3,2,4
"2016-10-22 23:00:00+00",20069,"njd",0,11,9,2,2,1,0
"2016-10-22 23:00:00+00",20070,"car",-3,0,0,1,0,0,0
"2016-10-22 23:00:00+00",20070,"car",-2,4,3,3,0,0,1
"2016-10-22 23:00:00+00",20070,"car",-1,8,4,4,1,0,4
"2016-10-22 23:00:00+00",20070,"car",0,9,7,8,5,9,3
"2016-10-22 23:00:00+00",20070,"car",1,4,2,0,0,1,1
"2016-10-22 23:00:00+00",20070,"car",2,1,2,0,1,0,0
"2016-10-22 23:00:00+00",20070,"phi",-2,2,1,1,0,0,0
"2016-10-22 23:00:00+00",20070,"phi",-1,2,4,0,0,1,1
"2016-10-22 23:00:00+00",20070,"phi",0,7,9,5,8,3,9
"2016-10-22 23:00:00+00",20070,"phi",1,4,8,1,4,4,0
"2016-10-22 23:00:00+00",20070,"phi",2,3,4,0,3,1,0
"2016-10-22 23:00:00+00",20070,"phi",3,0,0,0,1,0,0
"2016-10-22 23:00:00+00",20071,"nyr",-2,4,2,0,0,2,3
"2016-10-22 23:00:00+00",20071,"nyr",-1,7,6,6,2,5,1
"2016-10-22 23:00:00+00",20071,"nyr",0,3,3,2,2,0,2
"2016-10-22 23:00:00+00",20071,"nyr",1,7,13,4,7,1,2
"2016-10-22 23:00:00+00",20071,"nyr",2,0,0,0,0,0,0
"2016-10-22 23:00:00+00",20071,"wsh",-2,0,0,0,0,0,0
"2016-10-22 23:00:00+00",20071,"wsh",-1,13,7,7,4,2,1
"2016-10-22 23:00:00+00",20071,"wsh",0,3,3,2,2,2,0
"2016-10-22 23:00:00+00",20071,"wsh",1,6,7,2,6,1,5
"2016-10-22 23:00:00+00",20071,"wsh",2,2,4,0,0,3,2
"2016-10-22 23:00:00+00",20072,"tor",-1,6,3,3,4,2,5
"2016-10-22 23:00:00+00",20072,"tor",0,11,10,2,4,3,0
"2016-10-22 23:00:00+00",20072,"tor",1,4,4,3,4,1,1
"2016-10-22 23:00:00+00",20072,"tor",2,6,6,2,4,1,2
"2016-10-22 23:00:00+00",20072,"chi",-2,6,6,4,2,2,1
"2016-10-22 23:00:00+00",20072,"chi",-1,4,4,4,3,1,1
"2016-10-22 23:00:00+00",20072,"chi",0,10,11,4,2,0,3
"2016-10-22 23:00:00+00",20072,"chi",1,3,6,4,3,5,2
"2016-10-23 00:00:00+00",20073,"pit",-3,11,8,6,4,5,0
"2016-10-23 00:00:00+00",20073,"pit",-2,0,2,0,0,0,1
"2016-10-23 00:00:00+00",20073,"pit",-1,4,5,2,2,3,1
"2016-10-23 00:00:00+00",20073,"pit",0,10,8,6,5,8,3
"2016-10-23 00:00:00+00",20073,"pit",1,2,2,2,1,0,0
"2016-10-23 00:00:00+00",20073,"nsh",-1,2,2,1,2,0,0
"2016-10-23 00:00:00+00",20073,"nsh",0,8,10,5,6,3,8
"2016-10-23 00:00:00+00",20073,"nsh",1,5,4,2,2,1,3
"2016-10-23 00:00:00+00",20073,"nsh",2,2,0,0,0,1,0
"2016-10-23 00:00:00+00",20073,"nsh",3,8,11,4,6,0,5
"2016-10-23 00:00:00+00",20074,"cbj",0,12,19,14,6,7,9
"2016-10-23 00:00:00+00",20074,"cbj",1,8,2,2,3,7,3
"2016-10-23 00:00:00+00",20074,"cbj",2,4,4,0,0,1,1
"2016-10-23 00:00:00+00",20074,"cbj",3,0,0,0,0,0,1
"2016-10-23 00:00:00+00",20074,"dal",-3,0,0,0,0,1,0
"2016-10-23 00:00:00+00",20074,"dal",-2,4,4,0,0,1,1
"2016-10-23 00:00:00+00",20074,"dal",-1,2,8,3,2,3,7
"2016-10-23 00:00:00+00",20074,"dal",0,19,12,6,14,9,7
"2016-10-23 02:00:00+00",20075,"stl",-1,3,1,0,2,2,1
"2016-10-23 02:00:00+00",20075,"stl",0,7,2,0,0,3,2
"2016-10-23 02:00:00+00",20075,"stl",1,12,10,7,3,4,3
"2016-10-23 02:00:00+00",20075,"stl",2,6,3,2,7,1,5
"2016-10-23 02:00:00+00",20075,"stl",3,2,0,0,0,1,0
"2016-10-23 02:00:00+00",20075,"cgy",-3,0,2,0,0,0,1
"2016-10-23 02:00:00+00",20075,"cgy",-2,3,6,7,2,5,1
"2016-10-23 02:00:00+00",20075,"cgy",-1,10,12,3,7,3,4
"2016-10-23 02:00:00+00",20075,"cgy",0,2,7,0,0,2,3
"2016-10-23 02:00:00+00",20075,"cgy",1,1,3,2,0,1,2
"2016-10-23 02:00:00+00",20076,"van",-3,3,3,0,6,0,4
"2016-10-23 02:00:00+00",20076,"van",-2,2,2,1,1,0,5
"2016-10-23 02:00:00+00",20076,"van",-1,10,11,2,10,7,8
"2016-10-23 02:00:00+00",20076,"van",0,1,4,3,0,1,0
"2016-10-23 02:00:00+00",20076,"lak",0,4,1,0,3,0,1
"2016-10-23 02:00:00+00",20076,"lak",1,11,10,10,2,8,7
"2016-10-23 02:00:00+00",20076,"lak",2,2,2,1,1,5,0
"2016-10-23 02:00:00+00",20076,"lak",3,3,3,6,0,4,0
"2016-10-23 19:00:00+00",20077,"edm",0,12,11,5,1,3,6
"2016-10-23 19:00:00+00",20077,"edm",1,1,0,0,0,0,0
"2016-10-23 19:00:00+00",20077,"edm",2,3,3,0,2,1,3
"2016-10-23 19:00:00+00",20077,"edm",3,9,5,2,2,1,2
"2016-10-23 19:00:00+00",20077,"wpg",-3,5,9,2,2,2,1
"2016-10-23 19:00:00+00",20077,"wpg",-2,3,3,2,0,3,1
"2016-10-23 19:00:00+00",20077,"wpg",-1,0,1,0,0,0,0
"2016-10-23 19:00:00+00",20077,"wpg",0,11,12,1,5,6,3
"2016-10-23 22:00:00+00",20078,"min",-3,1,4,3,1,1,1
"2016-10-23 22:00:00+00",20078,"min",-2,6,4,3,1,0,1
"2016-10-23 22:00:00+00",20078,"min",-1,7,11,7,2,8,2
"2016-10-23 22:00:00+00",20078,"min",0,9,10,4,6,5,3
"2016-10-23 22:00:00+00",20078,"min",1,1,1,1,1,0,0
"2016-10-23 22:00:00+00",20078,"nyi",-1,1,1,1,1,0,0
"2016-10-23 22:00:00+00",20078,"nyi",0,10,9,6,4,3,5
"2016-10-23 22:00:00+00",20078,"nyi",1,11,7,2,7,2,8
"2016-10-23 22:00:00+00",20078,"nyi",2,4,6,1,3,1,0
"2016-10-23 22:00:00+00",20078,"nyi",3,4,1,1,3,1,1
"2016-10-23 23:00:00+00",20079,"ari",-1,14,11,12,5,5,6
"2016-10-23 23:00:00+00",20079,"ari",0,11,4,8,0,2,3
"2016-10-23 23:00:00+00",20079,"ari",1,3,8,3,1,1,4
"2016-10-23 23:00:00+00",20079,"nyr",-1,8,3,1,3,4,1
"2016-10-23 23:00:00+00",20079,"nyr",0,4,11,0,8,3,2
"2016-10-23 23:00:00+00",20079,"nyr",1,11,14,5,12,6,5
"2016-10-24 00:00:00+00",20080,"van",-2,0,0,0,0,0,0
"2016-10-24 00:00:00+00",20080,"van",-1,13,28,7,15,7,12
"2016-10-24 00:00:00+00",20080,"van",0,2,4,0,5,2,1
"2016-10-24 00:00:00+00",20080,"ana",0,4,2,5,0,1,2
"2016-10-24 00:00:00+00",20080,"ana",1,28,13,15,7,12,7
"2016-10-24 00:00:00+00",20080,"ana",2,0,0,0,0,0,0
"2016-10-24 23:30:00+00",20081,"phi",-2,0,0,0,0,0,0
"2016-10-24 23:30:00+00",20081,"phi",-1,8,4,1,0,2,1
"2016-10-24 23:30:00+00",20081,"phi",0,20,24,14,11,9,4
"2016-10-24 23:30:00+00",20081,"mtl",0,24,20,11,14,4,9
"2016-10-24 23:30:00+00",20081,"mtl",1,4,8,0,1,1,2
"2016-10-24 23:30:00+00",20081,"mtl",2,0,0,0,0,0,0
"2016-10-25 00:30:00+00",20082,"cgy",0,8,12,6,9,3,2
"2016-10-25 00:30:00+00",20082,"cgy",1,13,16,4,12,2,3
"2016-10-25 00:30:00+00",20082,"chi",-1,16,13,12,4,3,2
"2016-10-25 00:30:00+00",20082,"chi",0,12,8,9,6,2,3
"2016-10-25 23:00:00+00",20083,"min",0,10,9,1,7,5,7
"2016-10-25 23:00:00+00",20083,"min",1,1,0,0,0,0,0
"2016-10-25 23:00:00+00",20083,"min",2,3,4,1,0,0,1
"2016-10-25 23:00:00+00",20083,"min",3,13,11,2,6,3,8
"2016-10-25 23:00:00+00",20083,"bos",-3,11,13,6,2,8,3
"2016-10-25 23:00:00+00",20083,"bos",-2,4,3,0,1,1,0
"2016-10-25 23:00:00+00",20083,"bos",-1,0,1,0,0,0,0
"2016-10-25 23:00:00+00",20083,"bos",0,9,10,7,1,7,5
"2016-10-25 23:00:00+00",20084,"ari",-2,5,9,4,2,0,3
"2016-10-25 23:00:00+00",20084,"ari",-1,3,9,0,2,2,1
"2016-10-25 23:00:00+00",20084,"ari",0,13,12,4,3,3,2
"2016-10-25 23:00:00+00",20084,"ari",1,4,1,0,1,0,0
"2016-10-25 23:00:00+00",20084,"njd",-1,1,4,1,0,0,0
"2016-10-25 23:00:00+00",20084,"njd",0,12,13,3,4,2,3
"2016-10-25 23:00:00+00",20084,"njd",1,9,3,2,0,1,2
"2016-10-25 23:00:00+00",20084,"njd",2,9,5,2,4,3,0
"2016-10-25 23:30:00+00",20085,"buf",0,9,10,5,1,8,9
"2016-10-25 23:30:00+00",20085,"buf",1,2,2,1,3,0,0
"2016-10-25 23:30:00+00",20085,"buf",2,4,12,4,11,2,5
"2016-10-25 23:30:00+00",20085,"buf",3,2,4,1,2,0,0
"2016-10-25 23:30:00+00",20085,"phi",-3,4,2,2,1,0,0
"2016-10-25 23:30:00+00",20085,"phi",-2,12,4,11,4,5,2
"2016-10-25 23:30:00+00",20085,"phi",-1,2,2,3,1,0,0
"2016-10-25 23:30:00+00",20085,"phi",0,10,9,1,5,9,8
"2016-10-25 23:00:00+00",20086,"fla",-1,0,3,4,5,0,2
"2016-10-25 23:00:00+00",20086,"fla",0,2,5,5,8,1,0
"2016-10-25 23:00:00+00",20086,"fla",1,11,8,9,5,4,1
"2016-10-25 23:00:00+00",20086,"fla",2,1,4,1,1,2,0
"2016-10-25 23:00:00+00",20086,"pit",-2,4,1,1,1,0,2
"2016-10-25 23:00:00+00",20086,"pit",-1,8,11,5,9,1,4
"2016-10-25 23:00:00+00",20086,"pit",0,5,2,8,5,0,1
"2016-10-25 23:00:00+00",20086,"pit",1,3,0,5,4,2,0
"2016-10-25 23:30:00+00",20087,"tbl",0,1,1,0,0,0,1
"2016-10-25 23:30:00+00",20087,"tbl",1,5,5,0,2,1,1
"2016-10-25 23:30:00+00",20087,"tbl",2,3,9,3,2,2,3
"2016-10-25 23:30:00+00",20087,"tbl",3,9,19,3,7,4,9
"2016-10-25 23:30:00+00",20087,"tor",-3,19,9,7,3,9,4
"2016-10-25 23:30:00+00",20087,"tor",-2,9,3,2,3,3,2
"2016-10-25 23:30:00+00",20087,"tor",-1,5,5,2,0,1,1
"2016-10-25 23:30:00+00",20087,"tor",0,1,1,0,0,1,0
"2016-10-25 23:30:00+00",20088,"car",-3,5,3,1,3,3,0
"2016-10-25 23:30:00+00",20088,"car",-2,14,11,7,2,1,1
"2016-10-25 23:30:00+00",20088,"car",-1,1,5,2,1,0,0
"2016-10-25 23:30:00+00",20088,"car",0,2,2,1,1,1,2
"2016-10-25 23:30:00+00",20088,"det",0,2,2,1,1,2,1
"2016-10-25 23:30:00+00",20088,"det",1,5,1,1,2,0,0
"2016-10-25 23:30:00+00",20088,"det",2,11,14,2,7,1,1
"2016-10-25 23:30:00+00",20088,"det",3,3,5,3,1,0,3
"2016-10-26 00:00:00+00",20089,"cgy",0,2,2,4,1,0,1
"2016-10-26 00:00:00+00",20089,"cgy",1,4,2,0,0,1,2
"2016-10-26 00:00:00+00",20089,"cgy",2,6,5,0,7,2,7
"2016-10-26 00:00:00+00",20089,"cgy",3,10,6,0,1,1,7
"2016-10-26 00:00:00+00",20089,"stl",-3,6,10,1,0,7,1
"2016-10-26 00:00:00+00",20089,"stl",-2,5,6,7,0,7,2
"2016-10-26 00:00:00+00",20089,"stl",-1,2,4,0,0,2,1
"2016-10-26 00:00:00+00",20089,"stl",0,2,2,1,4,1,0
"2016-10-26 00:30:00+00",20090,"wpg",-2,13,4,9,6,6,0
"2016-10-26 00:30:00+00",20090,"wpg",-1,3,3,5,3,2,2
"2016-10-26 00:30:00+00",20090,"wpg",0,7,9,1,2,4,2
"2016-10-26 00:30:00+00",20090,"dal",0,9,7,2,1,2,4
"2016-10-26 00:30:00+00",20090,"dal",1,3,3,3,5,2,2
"2016-10-26 00:30:00+00",20090,"dal",2,4,13,6,9,0,6
"2016-10-26 02:00:00+00",20091,"ott",0,5,1,3,1,5,1
"2016-10-26 02:00:00+00",20091,"ott",1,13,17,4,5,5,5
"2016-10-26 02:00:00+00",20091,"ott",2,4,3,1,6,1,4
"2016-10-26 02:00:00+00",20091,"ott",3,1,0,0,2,0,0
"2016-10-26 02:00:00+00",20091,"van",-3,0,1,2,0,0,0
"2016-10-26 02:00:00+00",20091,"van",-2,3,4,6,1,4,1
"2016-10-26 02:00:00+00",20091,"van",-1,17,13,5,4,5,5
"2016-10-26 02:00:00+00",20091,"van",0,1,5,1,3,1,5
"2016-10-26 02:30:00+00",20092,"cbj",0,11,14,8,5,6,7
"2016-10-26 02:30:00+00",20092,"cbj",1,8,15,0,13,5,7
"2016-10-26 02:30:00+00",20092,"lak",-1,15,8,13,0,7,5
"2016-10-26 02:30:00+00",20092,"lak",0,14,11,5,8,7,6
"2016-10-26 02:00:00+00",20093,"ana",-1,7,14,11,12,5,4
"2016-10-26 02:00:00+00",20093,"ana",0,5,9,3,5,1,0
"2016-10-26 02:00:00+00",20093,"sjs",0,9,5,5,3,0,1
"2016-10-26 02:00:00+00",20093,"sjs",1,14,7,12,11,4,5
"2016-10-26 23:00:00+00",20094,"mtl",0,18,18,19,10,13,6
"2016-10-26 23:00:00+00",20094,"mtl",1,9,8,9,6,4,1
"2016-10-26 23:00:00+00",20094,"nyi",-1,8,9,6,9,1,4
"2016-10-26 23:00:00+00",20094,"nyi",0,18,18,10,19,6,13
"2016-10-27 00:00:00+00",20095,"bos",-3,6,3,2,2,1,3
"2016-10-27 00:00:00+00",20095,"bos",-2,0,2,0,0,0,0
"2016-10-27 00:00:00+00",20095,"bos",-1,2,1,1,0,0,2
"2016-10-27 00:00:00+00",20095,"bos",0,3,0,1,0,2,0
"2016-10-27 00:00:00+00",20095,"bos",1,5,6,0,5,1,3
"2016-10-27 00:00:00+00",20095,"bos",2,8,1,2,2,3,1
"2016-10-27 00:00:00+00",20095,"nyr",-2,1,8,2,2,1,3
"2016-10-27 00:00:00+00",20095,"nyr",-1,6,5,5,0,3,1
"2016-10-27 00:00:00+00",20095,"nyr",0,0,3,0,1,0,2
"2016-10-27 00:00:00+00",20095,"nyr",1,1,2,0,1,2,0
"2016-10-27 00:00:00+00",20095,"nyr",2,2,0,0,0,0,0
"2016-10-27 00:00:00+00",20095,"nyr",3,3,6,2,2,3,1
"2016-10-27 01:30:00+00",20096,"wsh",-3,4,5,0,3,1,0
"2016-10-27 01:30:00+00",20096,"wsh",-2,7,1,4,0,1,2
"2016-10-27 01:30:00+00",20096,"wsh",-1,2,8,3,2,3,5
"2016-10-27 01:30:00+00",20096,"wsh",0,13,10,3,5,4,4
"2016-10-27 01:30:00+00",20096,"edm",0,10,13,5,3,4,4
"2016-10-27 01:30:00+00",20096,"edm",1,8,2,2,3,5,3
"2016-10-27 01:30:00+00",20096,"edm",2,1,7,0,4,2,1
"2016-10-27 01:30:00+00",20096,"edm",3,5,4,3,0,0,1
"2016-10-27 02:30:00+00",20097,"nsh",-3,13,7,4,2,6,7
"2016-10-27 02:30:00+00",20097,"nsh",-2,1,0,0,1,1,1
"2016-10-27 02:30:00+00",20097,"nsh",-1,7,5,7,2,7,5
"2016-10-27 02:30:00+00",20097,"nsh",0,0,2,1,2,0,0
"2016-10-27 02:30:00+00",20097,"ana",0,2,0,2,1,0,0
"2016-10-27 02:30:00+00",20097,"ana",1,5,7,2,7,5,7
"2016-10-27 02:30:00+00",20097,"ana",2,0,1,1,0,1,1
"2016-10-27 02:30:00+00",20097,"ana",3,7,13,2,4,7,6
"2016-10-27 23:00:00+00",20098,"min",0,5,1,0,2,0,0
"2016-10-27 23:00:00+00",20098,"min",1,4,4,0,0,0,1
"2016-10-27 23:00:00+00",20098,"min",2,6,17,6,4,5,8
"2016-10-27 23:00:00+00",20098,"min",3,3,10,3,2,1,2
"2016-10-27 23:00:00+00",20098,"buf",-3,10,3,2,3,2,1
"2016-10-27 23:00:00+00",20098,"buf",-2,17,6,4,6,8,5
"2016-10-27 23:00:00+00",20098,"buf",-1,4,4,0,0,1,0
"2016-10-27 23:00:00+00",20098,"buf",0,1,5,2,0,0,0
"2016-10-27 23:00:00+00",20099,"ari",0,11,6,5,2,3,3
"2016-10-27 23:00:00+00",20099,"ari",1,4,6,2,2,3,4
"2016-10-27 23:00:00+00",20099,"ari",2,2,7,6,10,0,8
"2016-10-27 23:00:00+00",20099,"phi",-2,7,2,10,6,8,0
"2016-10-27 23:00:00+00",20099,"phi",-1,6,4,2,2,4,3
"2016-10-27 23:00:00+00",20099,"phi",0,6,11,2,5,3,3
"2016-10-27 23:00:00+00",20100,"nyi",-2,0,0,0,0,0,0
"2016-10-27 23:00:00+00",20100,"nyi",-1,18,14,8,11,3,12
"2016-10-27 23:00:00+00",20100,"nyi",0,2,13,3,4,2,7
"2016-10-27 23:00:00+00",20100,"pit",0,13,2,4,3,7,2
"2016-10-27 23:00:00+00",20100,"pit",1,14,18,11,8,12,3
"2016-10-27 23:00:00+00",20100,"pit",2,0,0,0,0,0,0
"2016-10-27 23:30:00+00",20101,"fla",-1,9,5,5,0,6,4
"2016-10-27 23:30:00+00",20101,"fla",0,9,8,4,3,4,5
"2016-10-27 23:30:00+00",20101,"fla",1,7,9,1,9,2,7
"2016-10-27 23:30:00+00",20101,"tor",-1,9,7,9,1,7,2
"2016-10-27 23:30:00+00",20101,"tor",0,8,9,3,4,5,4
"2016-10-27 23:30:00+00",20101,"tor",1,5,9,0,5,4,6
"2016-10-27 23:30:00+00",20102,"tbl",-2,0,0,0,0,0,0
"2016-10-27 23:30:00+00",20102,"tbl",-1,8,4,3,1,4,0
"2016-10-27 23:30:00+00",20102,"tbl",0,17,17,10,12,5,6
"2016-10-27 23:30:00+00",20102,"tbl",1,2,2,4,0,2,0
"2016-10-27 23:30:00+00",20102,"mtl",-1,2,2,0,4,0,2
"2016-10-27 23:30:00+00",20102,"mtl",0,17,17,12,10,6,5
"2016-10-27 23:30:00+00",20102,"mtl",1,4,8,1,3,0,4
"2016-10-27 23:30:00+00",20102,"mtl",2,0,0,0,0,0,0
